|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|メールアドレス=	|URL=	|備考=	== その他 ==							
大和市立光丘中学校	やまとしりつひかりがおかちゅうがっこう	〒242-0016 神奈川県大和市大和南2-11-1	046-261-1120	046-261-8040					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大和市立大和中学校	やまとしりつやまとちゅうがっこう	〒242-0018 神奈川県大和市深見西7-5-1	046-261-0892	046-261-4892					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大和市立大和小学校	やまとしりつやまとしょうがっこう	〒242-0018 神奈川県大和市深見西8-7-1	046-261-0795	046-264-7495					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立草柳小学校	やまとしりつそうやぎしょうがっこう	〒242-0021 神奈川県大和市中央3-6-1	046-261-1378	046-264-8599					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立柳橋小学校	やまとしりつやなぎばししょうがっこう	〒242-0022 神奈川県大和市柳橋1-17-7	046-263-4401	046-264-9105					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立引地台中学校	やまとしりつひきじだいちゅうがっこう	〒242-0022 神奈川県大和市柳橋4-5050	046-267-0535	046-268-4576					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大和市立下福田中学校	やまとしりつしもふくだちゅうがっこう	〒242-0024 神奈川県大和市福田1569-1	046-269-8281	046-268-3995					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大和市立福田小学校	やまとしりつふくだしょうがっこう	〒242-0024 神奈川県大和市福田5-22-1	046-267-0951	046-268-3590					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立下福田小学校	やまとしりつしもふくだしょうがっこう	〒242-0024 神奈川県大和市福田570	046-269-1021	046-268-3599					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立引地台小学校	やまとしりつひきじだいしょうがっこう	〒242-0026 神奈川県大和市草柳3-1-2	046-261-9552	046-264-8935					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立文ヶ岡小学校	やまとしりつふみがおかしょうがっこう	〒242-0028 神奈川県大和市桜森3-16-31	046-263-6260	046-264-8556					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大和市立大野原小学校	やまとしりつおおのはらしょうがっこう	〒242-0029 神奈川県大和市上草柳7-4-26	046-263-2540	046-264-9185					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立厚木小学校	あつぎしりつあつぎしょうがっこう	〒243-0003 神奈川県厚木市寿町3-15-34	046-221-2017	046-221-6823					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立厚木中学校	あつぎしりつあつぎちゅうがっこう	〒243-0004 神奈川県厚木市水引1-1-3	046-221-3227	046-221-3235					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立厚木第二小学校	あつぎしりつあつぎだいにしょうがっこう	〒243-0014 神奈川県厚木市旭町5-38-1	046-228-0690	046-228-0691					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立相川小学校	あつぎしりつあいかわしょうがっこう	〒243-0021 神奈川県厚木市岡田5-10-1	046-228-2610	046-229-0301					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立相川中学校	あつぎしりつあいかわちゅうがっこう	〒243-0022 神奈川県厚木市酒井1981-1	046-229-5516	046-229-5517					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立戸田小学校	あつぎしりつとだしょうがっこう	〒243-0023 神奈川県厚木市戸田545	046-228-9805	046-228-9807					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立戸室小学校	あつぎしりつとむろしょうがっこう	〒243-0031 神奈川県厚木市戸室4-4-1	046-224-7888	046-224-3957					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立南毛利中学校	あつぎしりつなんもうりちゅうがっこう	〒243-0032 神奈川県厚木市恩名2-16-1	046-221-4340	046-221-4365					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立東名中学校	あつぎしりつとうめいちゅうがっこう	〒243-0035 神奈川県厚木市愛甲1809	046-228-4052	046-228-1258					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立愛甲小学校	あつぎしりつあいこうしょうがっこう	〒243-0035 神奈川県厚木市愛甲2783	046-247-9371	046-247-9370					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立南毛利小学校	あつぎしりつなんもうりしょうがっこう	〒243-0036 神奈川県厚木市長谷1085	046-248-1679	046-248-1678					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立毛利台小学校	あつぎしりつもうりだいしょうがっこう	〒243-0037 神奈川県厚木市毛利台1-23-1	046-247-9351	046-247-9352					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立緑ヶ丘小学校	あつぎしりつみどりがおかしょうがっこう	〒243-0041 神奈川県厚木市緑ヶ丘4-1-1	046-221-2368	046-223-5830					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
清川村立宮ヶ瀬中学校	きよかわそんりつみやがせちゅうがっこう	〒243-0111 神奈川県愛甲郡清川村宮ヶ瀬954-1	046-288-1354	046-288-1372					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
清川村立宮ヶ瀬小学校	きよかわそんりつみやがせしょうがっこう	〒243-0111 神奈川県愛甲郡清川村宮ヶ瀬954-1	046-288-1343	046-288-1383					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
清川村立緑中学校	きよかわそんりつみどりちゅうがっこう	〒243-0112 神奈川県愛甲郡清川村煤ヶ谷1933	046-288-1241	046-288-3113					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
清川村立緑小学校	きよかわそんりつみどりしょうがっこう	〒243-0112 神奈川県愛甲郡清川村煤ヶ谷2076	046-288-1003	046-288-3478					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立玉川小学校	あつぎしりつたまがわしょうがっこう	〒243-0121 神奈川県厚木市七沢150-1	046-248-0015	046-248-0620					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立森の里小学校	あつぎしりつもりのさとしょうがっこう	〒243-0122 神奈川県厚木市森の里1-27-1	046-248-3611	046-248-2563					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立森の里中学校	あつぎしりつもりのさとちゅうがっこう	〒243-0122 神奈川県厚木市森の里3-35-1	046-248-0727	046-248-0797					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立玉川中学校	あつぎしりつたまがわちゅうがっこう	〒243-0125 神奈川県厚木市小野301-10	046-248-0329	046-248-0326					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立上荻野小学校	あつぎしりつかみおぎのしょうがっこう	〒243-0201 神奈川県厚木市上荻野1429	046-241-0861	046-241-6135					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立荻野小学校	あつぎしりつおぎのしょうがっこう	〒243-0201 神奈川県厚木市上荻野8	046-241-1454	046-241-1260					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立睦合中学校	あつぎしりつむつあいちゅうがっこう	〒243-0203 神奈川県厚木市下荻野1170	046-241-1450	046-241-1249					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立鳶尾小学校	あつぎしりつとびおしょうがっこう	〒243-0204 神奈川県厚木市鳶尾2-12-1	046-241-7312	046-241-7313					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立荻野中学校	あつぎしりつおぎのちゅうがっこう	〒243-0204 神奈川県厚木市鳶尾5-1-1	046-241-1710	046-241-3157					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立睦合東中学校	あつぎしりつむつあいひがしちゅうがっこう	〒243-0211 神奈川県厚木市三田3472	046-221-5956	046-221-5957					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立三田小学校	あつぎしりつさんだしょうがっこう	〒243-0211 神奈川県厚木市三田515	046-241-1040	046-241-3166					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立小鮎小学校	あつぎしりつこあゆしょうがっこう	〒243-0213 神奈川県厚木市飯山2360	046-241-1452	046-241-1257					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
厚木市立小鮎中学校	あつぎしりつこあゆちゅうがっこう	〒243-0213 神奈川県厚木市飯山2367	046-241-1428	046-241-3130					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
厚木市立飯山小学校	あつぎしりついいやましょうがっこう	〒243-0213 神奈川県厚木市飯山4400	046-241-2851	046-241-3143					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立愛川中原中学校	あいかわちょうりつあいかわなかはらちゅうがっこう	〒243-0301 神奈川県愛甲郡愛川町角田210	046-286-2710	046-286-7985					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
愛川町立中津第二小学校	あいかわちょうりつなかつだいにしょうがっこう	〒243-0302 神奈川県愛甲郡愛川町春日台2-9-1	046-285-2960	046-286-7982					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立菅原小学校	あいかわちょうりつすがわらしょうがっこう	〒243-0303 神奈川県愛甲郡愛川町中津1103	046-285-2794	046-286-7983					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立愛川東中学校	あいかわちょうりつあいかわひがしちゅうがっこう	〒243-0303 神奈川県愛甲郡愛川町中津1400	046-285-0029	046-286-7984					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
愛川町立中津小学校	あいかわちょうりつなかつしょうがっこう	〒243-0303 神奈川県愛甲郡愛川町中津544	046-285-0082	046-286-7981					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立愛川中学校	あいかわちょうりつあいかわちゅうがっこう	〒243-0306 神奈川県愛甲郡愛川町田代1395	046-281-0094	046-281-6154					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
愛川町立田代小学校	あいかわちょうりつたしろしょうがっこう	〒243-0306 神奈川県愛甲郡愛川町田代500	046-281-0047	046-281-6152					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立半原小学校	あいかわちょうりつはんばらしょうがっこう	〒243-0307 神奈川県愛甲郡愛川町半原2201	046-281-0144	046-281-6153					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
愛川町立高峰小学校	あいかわちょうりつたかみねしょうがっこう	〒243-0308 神奈川県愛甲郡愛川町三増767	046-281-0389	046-281-6151					[[Category:神奈川県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
