|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
富士見市立鶴瀬小学校	ふじみしりつつるせしょうがっこう	〒354-0033 埼玉県富士見市羽沢2-1-1	049-251-0149	049-255-9958	http://www.city.fujimi.saitama.jp/30shisetsu/06school/school/12mizutani/2010-0508-2211-130.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立飯能第二小学校	はんのうしりつはんのうだいにしょうがっこう	〒357-0067 埼玉県飯能市小瀬戸548-1	042-972-4026	042-971-1705	http://www.city.hanno.saitama.jp/gakkou/s-dai2/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立富士見小学校	はんのうしりつふじみしょうがっこう	〒357-0021 埼玉県飯能市双柳1-1	042-973-5741	042-971-1702	http://www.city.hanno.saitama.jp/gakkou/s-fujimi/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立東吾野小学校	はんのうしりつひがしあがのしょうがっこう	〒357-0211 埼玉県飯能市平戸130-2	042-978-1225	042-978-2231	http://www.city.hanno.saitama.jp/gakkou/s-h_agano/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立原市場小学校	はんのうしりつはらいちばしょうがっこう	〒357-0126 埼玉県飯能市下赤工442-2	042-977-1236	042-977-2488	http://www.city.hanno.saitama.jp/gakkou/s-haraichiba/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立加治小学校	はんのうしりつかじしょうがっこう	〒357-0044 埼玉県飯能市川寺500	042-972-2319	042-971-1706	http://www.city.hanno.saitama.jp/gakkou/s-kaji/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立南高麗小学校	はんのうしりつみなみこましょうがっこう	〒357-0054 埼玉県飯能市下直竹38	042-972-2806	042-971-1709	http://www.city.hanno.saitama.jp/gakkou/s-m_koma/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立美杉台小学校	はんのうしりつみすぎだいしょうがっこう	〒357-0041 埼玉県飯能市美杉台1-29	042-972-0681	042-971-1708	http://www.city.hanno.saitama.jp/gakkou/s-misugidai/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立西川小学校	はんのうしりつにしかわしょうがっこう	〒357-0203 埼玉県飯能市長沢26-2	042-978-1214	042-978-2232	http://www.city.hanno.saitama.jp/gakkou/s-nishikawa/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
飯能市立精明小学校	はんのうしりつせいめいしょうがっこう	〒357-0015 埼玉県飯能市小久保54-2	042-972-2651	042-971-1703	http://www.city.hanno.saitama.jp/gakkou/s-seimei/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立羽生北小学校	はにゅうしりつはにゅうきたしょうがっこう	〒348-0057 埼玉県羽生市北2-1-1	048-561-0058	048-563-4200	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/01hanyukita-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立新郷第一小学校	はにゅうしりつしんごうだいいちしょうがっこう	〒348-0041 埼玉県羽生市上新郷5716	048-561-0409	048-563-4202	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/02shingou1-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立新郷第二小学校	はにゅうしりつしんごうだいにしょうがっこう	〒348-0047 埼玉県羽生市下新郷1099	048-561-0778	048-563-4203	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/03shingou2-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立須影小学校	はにゅうしりつすかげしょうがっこう	〒348-0033 埼玉県羽生市須影672	048-561-0666	048-563-4204	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/04sukage-e/top page.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立岩瀬小学校	はにゅうしりついわせしょうがっこう	〒348-0044 埼玉県羽生市上岩瀬1756	048-561-0803	048-563-4205	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/05iwase-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立川俣小学校	はにゅうしりつかわまたしょうがっこう	〒348-0051 埼玉県羽生市本川俣629	048-561-1006	048-563-4206	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/06kawamata-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立井泉小学校	はにゅうしりついいずみしょうがっこう	〒348-0064 埼玉県羽生市藤井上組270	048-565-2320	048-565-1157	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/07iizumi-e/title.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立手子林小学校	はにゅうしりつてこばやししょうがっこう	〒348-0022 埼玉県羽生市下手子林555	048-565-1069	048-565-1158	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/08tekobayashi-e/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立三田ヶ谷小学校	はにゅうしりつみたかやしょうがっこう	〒348-0004 埼玉県羽生市弥勒87	048-565-0008	048-565-1159	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/09mitakaya-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立村君小学校	はにゅうしりつむらきみしょうがっこう	〒348-0001 埼玉県羽生市堤107	048-565-0223	048-565-1160	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/10murakimi-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
羽生市立羽生南小学校	はにゅうしりつはにゅうみなみしょうがっこう	〒348-0053 埼玉県羽生市南6-5-1	048-562-1901	048-563-4201	http://www.city.hanyu.lg.jp/kurashi/madoguchi/gakkou/01_life/11_kyouiku/school_hp/11hanyuminami-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立新久小学校	いるましりつあらくしょうがっこう	〒358-0031 埼玉県入間市新久500	04-2936-0114	04-2936-4059	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/araku_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立東町小学校	いるましりつあずまちょうしょうがっこう	〒358-0001 埼玉県入間市向陽台2-1009-3	04-2964-2220	04-2964-2374	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/azumacyo_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立仏子小学校	いるましりつぶししょうがっこう	〒358-0053 埼玉県入間市仏子165	04-2932-1201	04-2932-2037	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/bushi_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立藤沢小学校	いるましりつふじさわしょうがっこう	〒358-0013 埼玉県入間市上藤沢384	04-2962-5252	04-2962-5306	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/fujisawa_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立藤沢東小学校	いるましりつふじさわひがししょうがっこう	〒358-0012 埼玉県入間市東藤沢7-9-1	04-2962-8201	04-2962-8299	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/fujisawahigashi_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立藤沢北小学校	いるましりつふじさわきたしょうがっこう	〒358-0002 埼玉県入間市東町7-1-19	04-2963-1601	04-2963-0472	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/fujisawakita_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立藤沢南小学校	いるましりつふじさわみなみしょうがっこう	〒358-0013 埼玉県入間市上藤沢52	04-2962-1921	04-2962-3704	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/fujisawaminami_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立東金子小学校	いるましりつひがしかねこしょうがっこう	〒358-0026 埼玉県入間市小谷田1524	04-2964-3742	04-2964-4643	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/higashikaneko_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立金子小学校	いるましりつかねこしょうがっこう	〒358-0043 埼玉県入間市西三ツ木150	04-2936-0211	04-2936-4133	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/kaneko_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立黒須小学校	いるましりつくろすしょうがっこう	〒358-0006 埼玉県入間市春日町2-14-60	04-2964-4451	04-2964-4685	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/kurosu_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立扇小学校	いるましりつおうぎしょうがっこう	〒358-0024 埼玉県入間市久保稲荷4-1195-2	04-2962-9005	04-2962-8550	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/ougi_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立狭山小学校	いるましりつさやましょうがっこう	〒358-0015 埼玉県入間市二本木65-1	04-2934-2077	04-2934-2611	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/sayama_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立西武小学校	いるましりつせいぶしょうがっこう	〒358-0054 埼玉県入間市野田512	04-2932-0454	04-2932-2036	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/seibu_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立高倉小学校	いるましりつたかくらしょうがっこう	〒358-0021 埼玉県入間市高倉4-14-7	04-2964-5288	04-2965-5474	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/takakura_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立豊岡小学校	いるましりつとよおかしょうがっこう	〒358-0001 埼玉県入間市向陽台1-1-14	04-2964-5286	04-2964-4922	http://www.city.iruma.saitama.jp/school/shisetsu_kyoiku002/toyooka_syo/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立川越第一小学校	かわごえしりつかわごえだいいちしょうがっこう	〒350-0053 埼玉県川越市郭町1-21	049-222-0308	049-229-1213	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931466211/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立川越小学校	かわごえしりつかわごえしょうがっこう	〒350-0053 埼玉県川越市郭町1-1-1	049-222-0309	049-229-1214	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931549118/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立中央小学校	かわごえしりつちゅうおうしょうがっこう	〒350-0042 埼玉県川越市中原町1-25	049-222-0310	049-229-1215	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931597144/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立仙波小学校	かわごえしりつせんばしょうがっこう	〒350-0033 埼玉県川越市富士見町4-1	049-222-0195	049-229-1216	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931628080/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立武蔵野小学校	かわごえしりつむさしのしょうがっこう	〒350-1170 埼玉県川越市むさし野14-1	049-242-1394	049-240-1756	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931661059/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立新宿小学校	かわごえしりつあらじゅくしょうがっこう	〒350-1124 埼玉県川越市新宿町6-9-1	049-246-4227	049-240-1757	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931694446/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立大塚小学校	かわごえしりつおおつかしょうがっこう	〒350-1162 埼玉県川越市南大塚1090-1	049-245-2929	049-240-1758	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931760112/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立泉小学校	かわごえしりついずみしょうがっこう	〒350-1106 埼玉県川越市小室463	049-242-3119	049-240-1759	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931792970/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立月越小学校	かわごえしりつつきごえしょうがっこう	〒350-0825 埼玉県川越市月吉町51	049-222-2261	049-229-1217	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931824894/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立今成小学校	かわごえしりついまなりしょうがっこう	〒350-1105 埼玉県川越市今成2-42-1	049-224-3534	049-229-1218	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931861817/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立芳野小学校	かわごえしりつよしのしょうがっこう	〒350-0844 埼玉県川越市鴨田331	049-222-1264	049-229-1219	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931904537/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川越市立古谷小学校	かわごえしりつふるやしょうがっこう	〒350-0001 埼玉県川越市古谷上5465	049-235-0193	049-230-1022	http://www.city.kawagoe.saitama.jp/www/genre/0000000000000/1121931938852/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
