館名	郵便番号	住所	電話番号	URL	都道府県
宮沢賢治イーハトーブ館	025-0014	岩手県花巻市高松1－1－1	0198-31-2116		岩手県
毛越寺宝物館	029-4102	岩手県平泉町平泉大沢58	0191-46-2331	http://www.motsuji.or.jp/	岩手県
もぐらんぴあ（久慈地下水族館／石油文化ホール）	028-7801	岩手県久慈市侍浜町麦生1-43-7	0194-53-9600		岩手県
盛岡山王美術館	020-0821	岩手県盛岡市山王町1－14	019-654-0596		岩手県
盛岡市中央公民館　郷土資料展示室	020-0013	岩手県盛岡市愛宕町14－1	019-654-5366		岩手県
盛岡市都南歴史民俗資料館	020-0842	岩手県盛岡市湯沢1地割1－38	019-638-7228		岩手県
盛岡市子ども科学館	020-0866	岩手県盛岡市本宮蛇屋敷13－1	019-634-1171	http://kilkhor.cc.iwate-u.ac.jp/e-haku/kokabou/	岩手県
盛岡市遺跡の学び館	020-0866	岩手県盛岡市本宮荒屋13-1	019-635-6600	http://www2.city.morioka.iwate.jp/14kyoiku/iseki/manabikan/	岩手県
盛岡市先人記念館	020-0866	岩手県盛岡市本宮蛇屋敷2-2	019-659-3338	http://www.city.morioka.iwate.jp/	岩手県
盛岡市動物公園	020-0803	岩手県盛岡市新庄下八木田60-18	019-654-8266	http://www.h6.dion.ne.jp/~m-zoo/index.html	岩手県
盛岡市原敬記念館	020-0866	岩手県盛岡市本宮熊堂93-1	019-636-1192	http://www.mfca.jp/institution/harakei/index.html	岩手県
もりおか啄木・賢治青春館　	020-0871	岩手県盛岡市中ノ橋通1-1-25	019-604-8900	http://www.odette.or.jp/seishunkan/	岩手県
寄生木記念館	027-0063	岩手県宮古市山口橋場	0193-62-3534	http://www.pref.iwate.jp/~hp6017_1/kanko/siseki/siseki13.html	岩手県
柳之御所資料館	029-4102	岩手県平泉町平泉伽羅楽108－1	0191-34-1001		岩手県
矢巾町歴史民俗資料館	028-3603	岩手県矢巾町西徳田3-188-2	019-697-3704		岩手県
山形村山村文化交流センター（おらほーる）	028-8602	岩手県山形村川井第13地割38	0194-72-3711		岩手県
山田町立鯨と海の科学館	028-1371	岩手県山田町船越7-50-1	0193-84-3985	http://www.town.yamada.iwate.jp/04_kankou/kujirakan/kujira.html	岩手県
雪谷川フォリストパーク軽米	028-6411	岩手県軽米町小軽米20－3－1	0195-45-2444		岩手県
西和賀町立川村美術館・デッサン館	029-5600	岩手県西和賀町上野々39-142-1	0197-82-3240	"http://www.town.nishiwaga.lg.jp/index.cfm/13,0,42,html"	岩手県
湯田町歴史民俗資料館	029-5512	岩手県湯田町39－190－2	0197-82-2868		岩手県
夢館　奥州藤原歴史館	029-4102	岩手県平泉町平泉衣関13－1	0191-46-5011	http://hiraizumi-yumeyakata.com/	岩手県
湯本博物館	029-5500	岩手県湯田町湯本温泉一休館	0197-84-2131		岩手県
萬鉄五郎記念美術館	028-0114	岩手県花巻市東和町土沢5区135	0198-42-4405	http://www.city.hanamaki.iwate.jp/sightseeing/yorozu/	岩手県
陸前高田市海と貝のミュージアム	029-2205	岩手県陸前高田市高田町下宿55	0192-54-5520		岩手県
陸前高田市立博物館	029-2205	岩手県陸前高田市高田町砂畑61-1	0192-54-4224	http://www.city.rikuzentakata.iwate.jp/kakuka/hakubutu/	岩手県
龍泉新洞科学館	027-0501	岩手県岩泉町岩泉小屋敷地内	0194-22-2566		岩手県
歴史公園えさし藤原の郷・えさし郷土文化館	023-1101	岩手県奥州市江刺区岩谷堂小名丸86-1	0197-35-7791	http://www.esashi-iwate.gr.jp/	岩手県
ワインシャトー大迫	028-3203	岩手県花巻市大迫町大迫10-18-3	0198-48-3200		岩手県
胆沢ダム学習館	023-0403	岩手県奥州市胆沢区若柳馬留81-1	0197-49-2501		岩手県
サトル・サトウ・アート・ミュージアム	987-0602	宮城県登米市中田町上沼字舘43登米市中田生涯学習センター3F	0220-34-8081	http://www.satorusato-artmuseum.jp/	宮城県
青葉城資料展示館	980-0862	宮城県仙台市青葉区天守閣	022-222-0218	http://www.smt.city.sendai.jp/lifestudy/institution/map_2.html	宮城県
赤門美術館	980-0845	宮城県仙台市青葉区荒巻青葉山33-1	022-224-1877		宮城県
秋保大滝植物園	982-0244	宮城県仙台市太白区秋保町馬場大滝5番地	022-399-2761		宮城県
阿部次郎記念館	980-0813	宮城県仙台市青葉区米ヶ袋3－4－29	022-267-3284		宮城県
荒沢自然館	981-4355	宮城県加美郡加美町鹿原田谷地1-2	0229-67-5020		宮城県
石ノ森萬画館	986-0823	宮城県石巻市中瀬2-7	0225-96-5055	http://www.mangattan.net/	宮城県
石巻文化センター	986-0835	宮城県石巻市南浜町1－7－30	0225-94-2811		宮城県
泉市民俗資料館	981-3131	宮城県仙台市泉区七北田東裏53	02237-2-3111		宮城県
歌津町水産振興センター　魚竜館	988-0451	宮城県南三陸町歌津管の浜194	0226-36-3090		宮城県
姥ヶ懐民話の里　ふるさとおとぎ苑　民話伝承館・産直館	989-1302	宮城県村田町小泉肬石2	0224-83-4140	http://www.muratamachi.info	宮城県
海とガラスと庭園のミュージアム・藤田喬平ガラス美術館	981-0215	宮城県松島町松島海岸	022-353-3322	http://www.ichinobo.com/museum/	宮城県
温麺の館	989-0213	宮城県白石市大鷹沢三沢桜田11－6	0224-24-5915		宮城県
エースポート博物館	988-0018	宮城県気仙沼市南町海岸1－15	0226-22-4560		宮城県
大崎生涯学習センター　体験展示室・プラネタリウム館	989-6135	宮城県古川市稲葉亀ノ子111－1	0229-91-8611		宮城県
大塩民俗資料館	981-0505	宮城県東松島市大塩中沢23-1	0225-82-7532		宮城県
大野家歴史民俗資料館	987-0702	宮城県登米市登米町寺池上町157	0220-52-3335		宮城県
大衡村ふるさと美術館	981-3602	宮城県大衡村大衡平林39-12	022-345-0945	http://www.village.ohira.miyagi.jp	宮城県
雄勝硯伝統産業会館	986-1333	宮城県雄勝町雄勝寺53－1	0225-57-3211		宮城県
奥松島縄文村歴史資料館	981-0412	宮城県東松島市宮戸里81-18	0225-88-3927	http://www.city.higashimatsushima.miyagi.jp/02_jomon/index.htm	宮城県
おしかホエールランド	986-2523	宮城県牡鹿町鮎川浜南61	0225-45-3149		宮城県
東北電力　女川原子力ＰＲセンター	986-2221	宮城県女川町塚浜前田123	0225-53-3410		宮城県
鬼首展示館	989-6941	宮城県鳴子町鬼首	02298-2-2141		宮城県
角田市郷土資料館	981-1505	宮城県角田市角田町17	0224-62-2527	http://www.city.kakuda.miyagi.jp/syogai/page00001.shtml	宮城県
角田市スペースタワー・コスモハウス	981-1505	宮城県角田市角田牛館100	0224-63-5839		宮城県
角田ロケット開発センター　宇宙開発展示室	981-1526	宮城県角田市神次郎高久蔵1	0224-68-3211		宮城県
鐘崎笹かま館	984-0001	宮城県仙台市若林区鶴代町6－65	022-236-3341		宮城県
鎌田記念ホール・鎌田三之助展示室	989-4102	宮城県鹿島台町木間塚福芦335－1	0229-56-6311		宮城県
カメイ記念展示館	980-0022	宮城県仙台市青葉区五橋1－1－23カメイ五橋ビル6F・7F	022-264-6543	http://www.kamei.co.jp/museum/	宮城県
茅葺き民家	981-4401	宮城県加美郡加美町宮崎切込2-70	0229-69-6600		宮城県
唐桑半島ビジターセンター・津波体験館	988-0554	宮城県唐桑町崎浜4－3	0226-32-3029		宮城県
川崎町民俗資料家屋	989-1505	宮城県川崎町小野小屋場山8－9	02248-4-2297		宮城県
感覚ミュージアム	989-6434	宮城県岩出山町字下川原町100	0229-72-5588	http://www.kankaku.org/	宮城県
観慶丸本店丸寿美術館	986-0822	宮城県石巻市中央2-8-1	0225-22-0151	http://homepage3.nifty.com/kankeimaru/	宮城県
金成町歴史民俗資料館	989-5144	宮城県栗原市金成中町7	0228-42-2155		宮城県
菅野美術館	985-0042	宮城県塩竈市玉川3-4-15	022-361-1222	http://www.kanno-museum.jp/	宮城県
観瀾亭松島博物館	981-0213	宮城県松島町松島町内56	022-353-3355		宮城県
北上川・運河交流館　水の洞窟	086-0803	宮城県石巻市水押	0225-23-3854		宮城県
旧有備館	989-6433	宮城県岩出山町上川原町6	02297-2-1344		宮城県
ギャラリー　アル・スイラージュ	989-0225	宮城県白石市東町2－8－36寿丸合名会社内2F	0224-26-2040		宮城県
蔵の郷土館　齋理屋敷	981-2165	宮城県丸森町町西25	0224-72-6636		宮城県
栗原市一迫埋蔵文化財センター　山王ろまん館	987-2308	宮城県栗原市一迫真坂46-2	0228-57-6012		宮城県
栗原市築館出土文化財管理センター	987-2202	宮城県栗原市築館城生野大堀3	0228-22-8355		宮城県
気仙沼リアスシャークミュージアム	988-0037	宮城県気仙沼市魚市場前7－13産業センター2F	0226-24-5755		宮城県
気仙沼市岩井崎プロムナードセンター	988-0242	宮城県気仙沼市波路上崎野1－7	0226-27-4791		宮城県
麹屋コレクション	989-1603	宮城県柴田町船岡西1－3－2	0224-54-2002		宮城県
小牛田町近代文学館	987-0005	宮城県美里町北浦待江98	0229-33-3030		宮城県
こもれびの森　森林科学館	987-2512	宮城県栗原市花山草木沢角間10-7	0228-56-2330		宮城県
斎藤報恩農業記念館	987-0004	宮城県美里町牛飼伊勢堂裏30	02293-2-3125		宮城県
斎藤報恩会自然史博物館	980-0014	宮城県仙台市青葉区本町2-20-2	022-262-5506	http://www.saitoho-on.com/	宮城県
三居沢電気百年館	980-0845	宮城県仙台市青葉区荒巻三居沢16	022-261-5935	http://www.tohoku-epco.co.jp	宮城県
サンクチュアリーセンター・つきだて館	987-2224	宮城県栗原市築館横須賀養田20-1	0228-22-7151		宮城県
三本木町亜炭記念館	989-6321	宮城県三本木町三本木大豆坂63－24	0229-52-6232		宮城県
蔵王酒造展示館	989-0253	宮城県白石市東小路120－1	0224-25-3355		宮城県
塩竈神社博物館	985-8510	宮城県塩竈市一森山1－1	022-367-1611		宮城県
七ケ宿町水と歴史の館	989-0537	宮城県七ケ宿町上野8-1	0224-37-2739	http://www.town.shichikashuku.miyagi.jp/fram_top.htm	宮城県
七ヶ浜町歴史資料館	985-0824	宮城県七ヶ浜町境山2－1－12	022-365-5567		宮城県
七十七銀行金融資料館	980-8777	宮城県仙台市青葉区中央3－3－20七十七銀行本店4F	022-267-1111	http://www.77bank.co.jp/museum/index.htm	宮城県
志津川町ひころの里　松笠屋敷・シルク館	986-0682	宮城県南三陸町入谷桜沢422	0226-46-4310		宮城県
志津川町郷土文化保存伝習館	986-0782	宮城県南三陸町入谷童子下190-4	0226-46-2670		宮城県
しばたの郷土館　資料展示館思源閣	989-1603	宮城県柴田町船岡西1－6－26	0224-55-0707		宮城県
白石城歴史探訪ミュージアム	989-0251	宮城県白石市益岡町1－16益岡公園内	0224-24-3030		宮城県
白鳥省吾記念館	987-2252	宮城県栗原市築館薬師3-3-26	0228-23-7967		宮城県
縄文芸術館	981-4241	宮城県加美郡加美町南町186-1	0229-63-5030		宮城県
瑞巌寺宝物館　青龍殿	981-0213	宮城県松島町松島町内91	022-354-2023		宮城県
仙台市戦災復興記念館	980-0804	宮城県仙台市青葉区大町2－12－1	022-263-6931		宮城県
地底の森ミュージアム（仙台市富沢遺跡保存館）	982-0012	宮城県仙台市太白区長町南4－3－1	022-246-9153	http://www.city.sendai.jp/kyouiku/chiteinomori/	宮城県
仙台市太白山自然観察の森　自然観察センター	982-0251	宮城県仙台市太白区茂庭生出森東36－63	022-244-6115		宮城県
仙台市水道記念館	989-3432	宮城県仙台市青葉区熊ケ根大原道18－1	022-393-2188		宮城県
仙台市科学館	981-0903	宮城県仙台市青葉区台原森林公園4-1	022-276-2201	http://www.kagakukan.sendai-c.ed.jp/	宮城県
仙台市縄文の森広場	982-0815	宮城県仙台市太白区山田上ノ台町10-1	022-307-5665	http://www.city.sendai.jp/kyouiku/jyoumon/	宮城県
仙台市天文台	980-0823	宮城県仙台市青葉区錦ヶ丘9-29-32	022-391-1300	http://www.sendai-astro.jp/	宮城県
仙台市博物館　	980-0862	宮城県仙台市青葉区川内26<仙台城三の丸跡>	022-225-3074	http://www.city.sendai.jp/kyouiku/museum/index.html	宮城県
仙台市八木山動物公園	982-0801	宮城県仙台市太白区八木山本町1-43	022-229-0631	http://www.city.sendai.jp/kensetsu/yagiyama/	宮城県
仙台市野草園	982-0843	宮城県仙台市太白区茂ヶ崎2-1-1	022-222-2324		宮城県
仙台市歴史民俗資料館	983-0842	宮城県仙台市宮城野区五輪1-3-7榴岡公園内	022-295-3956	http://www.city.sendai.jp/kyouiku/rekimin/	宮城県
仙台箪笥伝承館  門間箪笥店	984-0061	宮城県仙台市若林区南鍛冶町143門間箪笥店	022-222-7083		宮城県
仙台藩花山村寒湯番所	987-2511	宮城県栗原市花山本沢温湯15-1	0228-56-2040		宮城県
仙台藤崎百貨店	980-0811	宮城県仙台市青葉区一番町3-2-17	022-261-5111		宮城県
仙台文学館	981-0902	宮城県仙台市青葉区北根2－7－1	022-271-3020	http://www.lit.city.sendai.jp/hp/index-sml.htm	宮城県
仙台万華鏡美術館	982-0251	宮城県仙台市太白区茂庭松場1-2	022-304-8080	http://www.iyashisekai.com/sendai/	宮城県
せんだいメディアテーク	980-0821	宮城県仙台市青葉区春日町2-1	022-713-3171	http://www.smt.jp/	宮城県
創盛館	987-2308	宮城県栗原市一迫真坂清水小畑前1-2	0228-52-3832		宮城県
タイムシップ塩竃	985-0052	宮城県塩竈市本町1－1	022-365-4343		宮城県
宝ヶ峯縄文記念館	987-1101	宮城県河南町前谷地黒沢73	0225-72-2038		宮城県
多賀城市埋蔵文化財調査センター・収蔵展示室	985-0873	宮城県多賀城市中央2－27－1	022-368-0131		宮城県
竹駒神社馬事博物館	989-2443	宮城県岩沼市稲荷町1－1竹駒神社内	02232-2-2101		宮城県
伊達の村　宮床宝蔵	981-3624	宮城県大和町宮床下小路64	022-346-2438		宮城県
伊達政宗高霊屋　瑞鳳殿	980-0814	宮城県仙台市青葉区霊屋下23-2	022-262-6250	http://www.zuihoden.com	宮城県
津山町郷土文化保存伝習館	986-0402	宮城県登米市津山町横山細屋24	0225-69-2920		宮城県
東北大学大学院理学研究科附属植物園	980-0862	宮城県仙台市青葉区川内	022-217-6760	http://www.biology.tohoku.ac.jp/garden/index.html	宮城県
東北大学大学院薬学研究科附属　薬用植物園	980-8578	宮城県仙台市青葉区荒巻青葉	022-217-6798	http://www.pharm.tohoku.ac.jp/~yakusoen/index.html	宮城県
東北大学史料館	980-8577	宮城県仙台市青葉区片平2-1-1	022-217-5040	http://www.archives.tohoku.ac.jp/	宮城県
東北大学総合学術博物館（自然史標本館）	980-8578	宮城県仙台市青葉区荒巻青葉	022-217-6767	http://www.museum.tohoku.ac.jp/	宮城県
東北電力株式会社　新仙台火力発電所ふれあい館	985-0901	宮城県仙台市宮城野区港5－2－1	02236-6-1331		宮城県
東北陶磁文化館	981-4261	宮城県加美郡加美町字町裏64	0229-63-3577		宮城県
東北福祉大学芹沢けい介美術工芸館	981-8522	宮城県仙台市青葉区国見1-8-1東北福祉大学二号館内	022-717-3318	http://www.tfu.ac.jp/kogeikan/	宮城県
東北歴史博物館	985-0862	宮城県多賀城市高崎1－22－1	022-368-0101	http://www.thm.pref.miyagi.jp/	宮城県
登米市登米町歴史資料館　警察資料館（旧登米警察署庁舎）	987-0702	宮城県登米市登米町寺池桜小路1	0220-52-2595		宮城県
